3944,无锡南洋职业技术学院,0
3945,江南影视艺术职业学院,0
3946,金肯职业技术学院,11
3947,常州轻工职业技术学院,8
3948,常州工程职业技术学院,15
3949,江苏农林职业技术学院,9
3950,江苏食品药品职业技术学院,5
3951,建东职业技术学院,0
3952,南京铁道职业技术学院,7
3953,徐州工业职业技术学院,8
3954,江苏信息职业技术学院,3
3955,宿迁职业技术学院,0
3956,南京信息职业技术学院,1
3957,江海职业技术学院,4
3958,常州机电职业技术学院,3
3959,江阴职业技术学院,9
3960,无锡城市职业技术学院,3
3961,无锡工艺职业技术学院,0
3962,金山职业技术学院,0
3963,苏州健雄职业技术学院,6
3964,盐城工业职业技术学院,5
3965,江苏财经职业技术学院,1
3966,扬州工业职业技术学院,10
3967,苏州港大思培科技职业学院,0
3968,昆山登云科技职业学院,7
3969,南京视觉艺术职业学院,1
3970,江苏城市职业学院,5
3971,南京城市职业学院,6
3972,南京机电职业技术学院,3
3973,苏州高博软件技术职业学院,6
3974,南京旅游职业学院,7
3975,江苏建康职业学院,0
3976,苏州信息职业技术学院,5
3977,宿迁泽达职业技术学院,0
3978,苏州工业园区服务外包职业学院,2
3979,徐州幼儿师范高等专科学校,18
3980,徐州生物工程职业技术学院,1
3981,江苏商贸职业学院,2
3982,南通师范高等专科学校,1
3983,扬州中瑞酒店职业学院,0
3984,江苏护理职业学院,0
3985,江苏财会职业学院,0
3986,江苏城乡建设职业学院,1
3987,浙江大学,78
3988,杭州电子科技大学,26
3989,浙江工业大学,9
3990,浙江理工大学,10
3991,浙江海洋大学,1
3992,浙江农林大学,9
3993,温州医科大学,17
3994,浙江中医药大学,9
3995,浙江师范大学,15
3996,杭州师范大学,14
3997,湖州师范学院,16
